city,state,country,latitude,longitude,population,msa,cluster,pred-MSA
oswego,illinois,united states,41.68281,-88.35146,33955,Chicago-Naperville-Joliet IL-IN-WI MSA,295,chicago-milwaukee-aurora illinois-wisconsin msa
billdal,vastra gotaland,sweden,57.56667,11.93333,14874,,61,gothenburg-goteborg-molndal vastra gotaland msa
udaipur,rajasthan,india,24.58584,73.71346,422784,,6456,udaipur rajasthan msa
londonderry,new hampshire,united states,42.86509,-71.37395,11037,Boston-Cambridge-Quincy MA-NH MSA,79,boston-south boston-worcester massachusetts msa
hartlepool,england,united kingdom,54.68554,-1.21028,88855,,1317,sunderland-newcastle upon tyne-middlesbrough england msa
overijse,flanders,belgium,50.77436,4.53461,23486,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
painesville,ohio,united states,41.72449,-81.24566,19776,Cleveland-Elyria-Mentor OH MSA,1,cleveland-akron-parma ohio msa
blantyre,scotland,united kingdom,55.79634,-4.09485,17090,,10,glasgow-edinburgh-dundee scotland msa
targu mures,mures,romania,46.54245,24.55747,146863,,6459,targu mures mures msa
dodoma,dodoma,tanzania,-6.17221,35.73947,180541,,6460,dodoma dodoma msa
lakewood,washington,united states,47.17176,-122.51846,59829,Seattle-Tacoma-Bellevue WA MSA,242,seattle-tacoma-bellevue washington msa
north tonawanda,new york,united states,43.03867,-78.8642,30785,Buffalo-Niagara Falls NY MSA,324,buffalo-st catharines-amherst new york-ontario msa
warton,england,united kingdom,54.14715,-2.76435,2300,,3805,morecambe england msa
louisville,colorado,united states,39.97776,-105.13193,20396,Louisville/Jefferson County KY-IN MSA,575,denver-aurora-lakewood colorado msa
saint charles,missouri,united states,38.78394,-90.48123,65794,St. Louis MO-IL MSA,17,st louis-o fallon-st charles missouri msa
tczew,pomerania,poland,54.09242,18.77787,60133,,6464,tczew pomerania msa
sonipat,haryana,india,28.99478,77.01937,250521,,6465,sonipat haryana msa
eastleigh,england,united kingdom,50.96667,-1.35,54225,,18,london-manchester-birstall england-manchester-leicester msa
zamora,castille and leon,spain,41.50633,-5.74456,66293,,6467,zamora castille and leon msa
goldach,saint gallen,switzerland,47.47401,9.46711,9094,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
meridian,idaho,united states,43.61211,-116.39151,90739,Boise City-Nampa ID MSA,2019,boise-meridian-nampa idaho msa
aulnay sous bois,ile de france,france,48.93814,2.49402,80615,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
colton,california,united states,34.0739,-117.31365,54621,Riverside-San Bernardino-Ontario CA MSA,133,los angeles-long beach-anaheim california msa
haymarket,virginia,united states,38.81206,-77.63638,1980,Washington-Arlington-Alexandria DC-VA-MD-WV MSA,0,new york city-brooklyn-queens new york msa
menasha,wisconsin,united states,44.20221,-88.4465,17572,Oshkosh-Neenah WI MSA,1540,appleton wisconsin msa
la courneuve,ile de france,france,48.92805,2.39627,37287,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
trelew,chubut,argentina,-43.24895,-65.30505,93442,,6468,trelew chubut msa
torbalı,i zmir,turkey,38.1519,27.36223,50303,,6469,torbalı i zmir msa
luanda,luanda,angola,-8.83682,13.23432,2776168,,2545,luanda luanda msa
shingle springs,california,united states,38.66574,-120.92605,4432,Sacramento-Arden-Arcade-Roseville CA MSA,1413,sacramento-elk grove-roseville california msa
harrison,new york,united states,40.96899,-73.71263,28348,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,0,new york city-brooklyn-queens new york msa
aden,aden,yemen,12.77944,45.03667,550602,,6472,aden aden msa
evreux,normandy,france,49.02414,1.15082,57795,,6473,evreux normandy msa
chanhassen,minnesota,united states,44.86219,-93.53079,25332,Minneapolis-St. Paul-Bloomington MN-WI MSA,199,minneapolis-st paul-saint paul minnesota msa
cleon,normandy,france,49.31235,1.0295,6164,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
rheinfelden,aargau,switzerland,47.55437,7.79403,10733,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
hosur,tamil nadu,india,12.73647,77.83264,229528,,6474,hosur tamil nadu msa
ivano frankivsk,ivano frankivsk oblast,ukraine,48.92312,24.71248,236602,,6475,ivano frankivsk ivano frankivsk oblast msa
moergestel,noord brabant,netherlands,51.55,5.1833,5835,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
budd lake,new jersey,united states,40.87121,-74.73405,8968,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,0,new york city-brooklyn-queens new york msa
new rochelle,new york,united states,40.91149,-73.78235,79846,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,0,new york city-brooklyn-queens new york msa
hardoi,uttar pradesh,india,27.39491,80.13165,122635,,6476,hardoi uttar pradesh msa
conroe,texas,united states,30.31188,-95.45605,68602,Houston-Sugar Land-Baytown TX MSA,2308,the woodlands-conroe-spring texas msa
crawley,england,united kingdom,51.11303,-0.18312,180508,,18,london-manchester-birstall england-manchester-leicester msa
marcoussis,ile de france,france,48.64026,2.23858,7756,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
millis,massachusetts,united states,42.1676,-71.35784,8040,Boston-Cambridge-Quincy MA-NH MSA,79,boston-south boston-worcester massachusetts msa
sao domingos de rana,lisbon,portugal,38.70194,-9.34083,46718,,46,lisbon-sintra-amadora lisbon-lisboa msa
dallastown,pennsylvania,united states,39.89954,-76.64025,4017,York-Hanover PA MSA,0,new york city-brooklyn-queens new york msa
greer,south carolina,united states,34.93873,-82.22706,28365,Greenville-Mauldin-Easley SC MSA,13,greenville south carolina msa
sparks,nevada,united states,39.53491,-119.75269,96094,Reno-Sparks NV MSA,6478,reno-sparks nevada msa
milagro,guayas,ecuador,-2.13404,-79.59415,133508,,6479,milagro guayas msa
mayaguez,mayaguez,puerto rico,18.20107,-67.13962,78647,,392,mayaguez mayaguez msa
eger,heves,hungary,47.90265,20.37329,56647,,6480,eger heves msa
kisangani,tshopo,democratic republic of the congo,0.51528,25.19099,539158,,6481,kisangani tshopo msa
wakefield,england,united kingdom,53.68331,-1.49768,78978,,18,london-manchester-birstall england-manchester-leicester msa
balneario camboriu,santa catarina,brazil,-26.99056,-48.63472,49100,,6482,itajai santa catarina msa
lousada,porto,portugal,41.27822,-8.27993,2166,,323,porto-vila nova de gaia-felgueiras porto msa
hove,england,united kingdom,50.83088,-0.1672,75174,,18,london-manchester-birstall england-manchester-leicester msa
yaphank,new york,united states,40.83677,-72.91705,5945,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,0,new york city-brooklyn-queens new york msa
dronfield,england,united kingdom,53.30221,-1.47507,21124,,18,london-manchester-birstall england-manchester-leicester msa
highland village,texas,united states,33.09179,-97.04668,16149,,445,dallas-fort worth-arlington texas msa
oldenburg,lower saxony,germany,53.14118,8.21467,159218,,2581,oldenburg lower saxony msa
puurs,flanders,belgium,51.07409,4.28844,15944,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
khlong luang,pathum thani,thailand,14.06467,100.64578,118551,,3348,nonthaburi-pak kret-khlong luang nonthaburi-pathum thani msa
lugo,galicia,spain,43.00992,-7.55602,96678,,6484,lugo galicia msa
lublin,lublin,poland,51.25,22.56667,360044,,2550,lublin lublin msa
caruaru,pernambuco,brazil,-8.28333,-35.97611,235371,,6485,caruaru pernambuco msa
ahmadnagar,maharashtra,india,19.09457,74.73843,367140,,6486,ahmadnagar maharashtra msa
cotia,sao paulo,brazil,-23.60389,-46.91917,174828,,1230,guarulhos-campinas-sao bernardo do campo sao paulo msa
saddle brook,new jersey,united states,40.89899,-74.09264,13130,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,0,new york city-brooklyn-queens new york msa
nanchang,jiangxi,china,28.68396,115.85306,2357839,,6488,nanchang jiangxi msa
san carlos,california,united states,37.50716,-122.26052,29931,San Francisco-Oakland-Fremont CA MSA,264,san jose-san francisco-oakland california msa
clichy,ile de france,france,48.90018,2.30952,57467,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
port coquitlam,british columbia,canada,49.26637,-122.76932,58000,,1570,vancouver-surrey-burnaby british columbia msa
galveston,texas,united states,29.30135,-94.7977,50180,Houston-Sugar Land-Baytown TX MSA,1010,houston-pasadena-pearland texas msa
dabrowa gornicza,silesia,poland,50.33394,19.20479,118285,,5,krakow-katowice-ostrava lesser poland-silesia-moravskoslezsky msa
brumadinho,minas gerais,brazil,-20.14333,-44.19972,27563,,3178,contagem-betim-ibirite minas gerais msa
sceaux,ile de france,france,48.77644,2.29026,21511,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
ponce,ponce,puerto rico,18.01031,-66.62398,152634,,2546,ponce ponce msa
st albans,england,united kingdom,51.75,-0.33333,84561,,18,london-manchester-birstall england-manchester-leicester msa
coraopolis,pennsylvania,united states,40.5184,-80.16672,5590,Pittsburgh PA MSA,231,pittsburgh pennsylvania msa
frome,england,united kingdom,51.22834,-2.32211,26203,,18,london-manchester-birstall england-manchester-leicester msa
montgomery village,maryland,united states,39.17677,-77.19526,32032,Washington-Arlington-Alexandria DC-VA-MD-WV MSA,0,new york city-brooklyn-queens new york msa
gaborone,gaborone,botswana,-24.65451,25.90859,208411,,6491,gaborone gaborone msa
joplin,missouri,united states,37.08423,-94.51328,51818,Joplin MO MSA,2237,joplin missouri msa
heemskerk,north holland,netherlands,52.51108,4.67165,36170,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
stratford,new jersey,united states,39.82678,-75.01545,7013,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA,0,new york city-brooklyn-queens new york msa
bhagalpur,bihar,india,25.24446,86.97183,361548,,6492,bhagalpur bihar msa
pasay,metro manila,philippines,14.53748,121.00144,416522,,535,quezon city-manila-caloocan city metro manila msa
salto,sao paulo,brazil,-23.20083,-47.28694,98387,,2256,indaiatuba-itu-salto sao paulo msa
burke,virginia,united states,38.79345,-77.27165,41055,Washington-Arlington-Alexandria DC-VA-MD-WV MSA,0,new york city-brooklyn-queens new york msa
apopka,florida,united states,28.67617,-81.51186,48382,Orlando-Kissimmee FL MSA,1412,orlando-deltona-kissimmee florida msa
wesley chapel,florida,united states,28.23973,-82.32787,44092,Tampa-St. Petersburg-Clearwater FL,1026,tampa-brandon-riverview florida msa
ulft,gelderland,netherlands,51.89,6.37778,10440,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
altoona,iowa,united states,41.64416,-93.46466,16984,Des Moines-West Des Moines IA MSA,1005,des moines-west des moines-ankeny iowa msa
leiden,south holland,netherlands,52.15833,4.49306,119713,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
warren,michigan,united states,42.49044,-83.01304,134056,Detroit-Warren-Livonia MI MSA,157,detroit-windsor-warren michigan-ontario msa
san pedro garza garcia,nuevo leon,mexico,25.6604,-100.40651,122627,,1871,monterrey-ciudad apodaca-san nicolas de los garza nuevo leon msa
meadowbrook,queensland,australia,-27.66401,153.14465,3199,,122,brisbane-gold coast-logan city queensland msa
santo andre,sao paulo,brazil,-23.66389,-46.53833,662373,,1230,guarulhos-campinas-sao bernardo do campo sao paulo msa
laval,quebec,canada,45.56995,-73.692,422993,,50,montreal-laval-longueuil quebec msa
toowoomba,queensland,australia,-27.56056,151.95386,140303,,842,toowoomba queensland msa
valence,auvergne rhone alpes,france,44.9256,4.90956,63864,,303,montpellier-nimes-avignon occitanie-provence alpes cote d azur msa
polokwane,limpopo,south africa,-23.90449,29.46885,123749,,6496,polokwane limpopo msa
pistoia,tuscany,italy,43.93064,10.92365,73832,,459,florence-prato-la spezia tuscany-liguria msa
pocos de caldas,minas gerais,brazil,-21.78778,-46.56139,146588,,6497,pocos de caldas minas gerais msa
glendora,california,united states,34.13612,-117.86534,52009,Los Angeles-Long Beach-Santa Ana CA MSA,133,los angeles-long beach-anaheim california msa
bauru,sao paulo,brazil,-22.31472,-49.06056,335024,,6498,bauru sao paulo msa
plymouth,massachusetts,united states,41.95844,-70.66726,7494,Boston-Cambridge-Quincy MA-NH MSA,79,boston-south boston-worcester massachusetts msa
southborough,massachusetts,united states,42.30565,-71.52451,9686,Worcester MA MSA,79,boston-south boston-worcester massachusetts msa
st joseph,missouri,united states,39.7599,-94.821,79161,,4302,st joseph-saint joseph missouri msa
resistencia,chaco,argentina,-27.46056,-58.98389,387158,,4146,resistencia-corrientes chaco-corrientes msa
ladson,south carolina,united states,32.98573,-80.10981,13790,Charleston-North Charleston SC MSA,1926,charleston-north charleston-mount pleasant south carolina msa
meudon,ile de france,france,48.81381,2.235,44652,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
new albany,indiana,united states,38.28562,-85.82413,36732,Louisville/Jefferson County KY-IN MSA,1418,louisville kentucky msa
temecula,california,united states,33.49364,-117.14836,110003,Riverside-San Bernardino-Ontario CA MSA,133,los angeles-long beach-anaheim california msa
guaruja,sao paulo,brazil,-23.99306,-46.25639,310424,,1587,santos-guaruja-praia grande sao paulo msa
simsbury,connecticut,united states,41.8729,-72.8256,24799,Hartford-West Hartford-East Hartford CT MSA,0,new york city-brooklyn-queens new york msa
lecherias,anzoategui,venezuela,10.19167,-64.69207,47778,,4098,barcelona-puerto la cruz anzoategui msa
bergen op zoom,north brabant,netherlands,51.495,4.29167,66256,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
jinan,shandong,china,36.66833,116.99722,4335989,,6503,jinan shandong msa
bharuch,gujarat,india,21.69482,72.9805,153528,,6504,bharuch-ankleshwar gujarat msa
luleburgaz,kırklareli,turkey,41.40385,27.35918,90899,,6505,luleburgaz kırklareli msa
campos dos goytacazes,rio de janeiro,brazil,-21.75227,-41.33044,387417,,2324,campos-campos dos goytacazes rio de janeiro msa
wixom,michigan,united states,42.52476,-83.53633,13746,Detroit-Warren-Livonia MI MSA,157,detroit-windsor-warren michigan-ontario msa
lancaster,new york,united states,42.90061,-78.67031,10258,Buffalo-Niagara Falls NY MSA,324,buffalo-st catharines-amherst new york-ontario msa
quebec,quebec,canada,52.00017,-71.99907,8585523,,6506,quebec quebec msa
brive la gaillarde,nouvelle aquitaine,france,45.1589,1.53326,53466,,6507,brive la gaillarde nouvelle aquitaine msa
corona,california,united states,33.87529,-117.56644,164226,Riverside-San Bernardino-Ontario CA MSA,133,los angeles-long beach-anaheim california msa
stoneham,massachusetts,united states,42.4801,-71.0995,21437,Boston-Cambridge-Quincy MA-NH MSA,79,boston-south boston-worcester massachusetts msa
jaen,andalusia,spain,37.76922,-3.79028,116557,,6509,jaen andalusia msa
niagara,ontario,canada,43.64455,-79.40712,31180,,23,toronto-markham-vaughan ontario msa
olive branch,mississippi,united states,34.96176,-89.82953,36010,Memphis TN-AR-MS MSA,4495,bartlett tennessee msa
kuching,sarawak,malaysia,1.55,110.33333,570407,,6511,kuching sarawak msa
kenner,louisiana,united states,29.99409,-90.24174,67091,New Orleans-Metairie-Kenner LA MSA,193,new orleans-metairie-kenner louisiana msa
upper darby,pennsylvania,united states,39.949,-75.2892,82887,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA,0,new york city-brooklyn-queens new york msa
tiburon,california,united states,37.87354,-122.45664,9214,,264,san jose-san francisco-oakland california msa
buea,south west,cameroon,4.15342,9.24231,47300,,6360,limbe south west msa
glenview,illinois,united states,42.06975,-87.78784,47446,Chicago-Naperville-Joliet IL-IN-WI MSA,295,chicago-milwaukee-aurora illinois-wisconsin msa
neuchatel,neuchatel,switzerland,46.99179,6.931,31270,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
taganrog,rostov,russia,47.23627,38.9053,279056,,6514,taganrog rostov msa
darby,pennsylvania,united states,39.91845,-75.25907,10687,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA,0,new york city-brooklyn-queens new york msa
cedar park,texas,united states,30.5052,-97.82029,65945,Austin-Round Rock TX MSA,2005,round rock-cedar park-georgetown texas msa
woodbridge,england,united kingdom,52.09332,1.32042,11200,,486,ipswich-colchester-clacton on sea england msa
gretna,louisiana,united states,29.91465,-90.05396,17880,New Orleans-Metairie-Kenner LA MSA,193,new orleans-metairie-kenner louisiana msa
