city,state,country,latitude,longitude,population,msa,cluster,pred-MSA
surat,gujarat,india,21.19594,72.83023,4591246,,7593,surat gujarat msa
medicine hat,alberta,canada,50.03928,-110.67661,63138,,7594,medicine hat alberta msa
junagadh,gujarat,india,21.51966,70.45981,184447,,7596,junagadh gujarat msa
kissimmee,florida,united states,28.30468,-81.41667,69152,Orlando-Kissimmee FL MSA,1412,orlando-deltona-kissimmee florida msa
arles,provence alpes cote d azur,france,43.67681,4.63031,53431,,303,montpellier-nimes-avignon occitanie-provence alpes cote d azur msa
tijuana,baja california,mexico,32.5027,-117.00371,1300983,,2146,san diego-tijuana-chula vista california-baja california msa
carleton,michigan,united states,42.05921,-83.39077,2338,Monroe MI MSA,157,detroit-windsor-warren michigan-ontario msa
lelystad,flevoland,netherlands,52.50833,5.475,70741,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
cambridge,massachusetts,united states,42.3751,-71.10561,110402,Boston-Cambridge-Quincy MA-NH MSA,79,boston-south boston-worcester massachusetts msa
evora,evora,portugal,38.56667,-7.9,55620,,7598,evora evora msa
venice,veneto,italy,45.43713,12.33265,51298,,22,milan-verona-padova lombardy-veneto msa
saratoga,california,united states,37.26383,-122.02301,30968,San Jose-Sunnyvale-Santa Clara CA MSA,264,san jose-san francisco-oakland california msa
sincelejo,sucre,colombia,9.30472,-75.39778,261187,,2144,sincelejo sucre msa
comodoro rivadavia,chubut,argentina,-45.86413,-67.49656,140850,,7599,comodoro rivadavia chubut msa
juiz de fora,minas gerais,brazil,-21.76417,-43.35028,470193,,7600,juiz de fora minas gerais msa
denton,texas,united states,33.21484,-97.13307,131044,Dallas-Fort Worth-Arlington TX MSA,445,dallas-fort worth-arlington texas msa
hazel crest,illinois,united states,41.5717,-87.69449,14118,Chicago-Naperville-Joliet IL-IN-WI MSA,295,chicago-milwaukee-aurora illinois-wisconsin msa
laval,pays de la loire,france,48.07247,-0.77019,50489,,5669,laval pays de la loire msa
des moines,iowa,united states,41.60054,-93.60911,210330,Des Moines-West Des Moines IA MSA,1005,des moines-west des moines-ankeny iowa msa
cremona,lombardy,italy,45.13325,10.02129,59561,,7604,cremona lombardy msa
seclin,hauts de france,france,50.54873,3.02731,12214,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
saint ouen,ile de france,france,48.90654,2.33339,39353,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
harrison,new jersey,united states,40.74649,-74.15626,15474,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,0,new york city-brooklyn-queens new york msa
ashdod,southern district,israel,31.79213,34.64966,224656,,201,tel aviv yafo-tel aviv-petah tiqva tel aviv-central district msa
eugene,oregon,united states,44.05207,-123.08675,163460,Eugene-Springfield OR MSA,6767,eugene-springfield oregon msa
hawthorne,new jersey,united states,40.94926,-74.15375,19074,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,0,new york city-brooklyn-queens new york msa
qingdao,shandong,china,36.06488,120.38042,7172451,,7607,qingdao shandong msa
delhi,delhi,india,28.65195,77.23149,10927986,,1754,delhi-najafgarh-ghaziabad delhi-uttar pradesh msa
kinshasa,kinshasa,democratic republic of the congo,-4.32758,15.31357,7785965,,7466,kinshasa-brazzaville kinshasa-brazzaville msa
vadodara,gujarat,india,22.29941,73.20812,1822221,,4404,vadodara gujarat msa
marseille,provence alpes cote d azur,france,43.29695,5.38107,794811,,47,marseille-toulon-aix en provence provence alpes cote d azur msa
enschede,overijssel,netherlands,52.21833,6.89583,153655,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
palma,balearic islands,spain,39.56939,2.65024,401270,,8,palma-calvia balearic islands msa
colombes,ile de france,france,48.91882,2.25404,82300,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
chattanooga,tennessee,united states,35.04563,-85.30968,176588,Chattanooga TN-GA MSA,2399,chattanooga tennessee msa
jodhpur,rajasthan,india,26.26841,73.00594,921476,,7608,jodhpur rajasthan msa
salt lake city,utah,united states,40.76078,-111.89105,192672,Salt Lake City UT MSA,294,salt lake city-west valley city-provo utah msa
kazan,tatarstan republic,russia,55.78874,49.12214,1104738,,7609,kazan tatarstan republic msa
voorburg,south holland,netherlands,52.07417,4.35972,38000,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
logrono,la rioja,spain,42.46667,-2.45,152107,,5201,logrono la rioja msa
college station,texas,united states,30.62798,-96.33441,107889,College Station-Bryan TX MSA,7610,college station-bryan texas msa
williamstown,new jersey,united states,39.68623,-74.99517,15567,Harrisburg-Carlisle PA MSA,0,new york city-brooklyn-queens new york msa
bend,oregon,united states,44.05817,-121.31531,87014,Bend OR MSA,7611,bend oregon msa
west point,pennsylvania,united states,40.2068,-75.2993,0,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA,0,new york city-brooklyn-queens new york msa
gardena,california,united states,33.88835,-118.30896,60447,Los Angeles-Long Beach-Santa Ana CA MSA,133,los angeles-long beach-anaheim california msa
milwaukee,wisconsin,united states,43.0389,-87.90647,600155,Milwaukee-Waukesha-West Allis WI MSA,295,chicago-milwaukee-aurora illinois-wisconsin msa
motherwell,scotland,united kingdom,55.78924,-3.99187,32120,,10,glasgow-edinburgh-dundee scotland msa
matawan,new jersey,united states,40.41483,-74.22959,8853,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,0,new york city-brooklyn-queens new york msa
sao luis,maranhao,brazil,-2.52972,-44.30278,917237,,7612,sao luis maranhao msa
homburg,saarland,germany,49.32637,7.33867,44607,,166,strasbourg-saarbrucken-offenburg grand est-saarland-baden wurttemberg msa
highwood,illinois,united states,42.19975,-87.80923,5352,Chicago-Naperville-Joliet IL-IN-WI MSA,295,chicago-milwaukee-aurora illinois-wisconsin msa
bromma,stockholm,sweden,59.34,17.94,61000,,56,stockholm-uppsala-sollentuna stockholm-uppsala msa
bois guillaume,normandy,france,49.4602,1.12219,13711,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
teresina,piaui,brazil,-5.08917,-42.80194,744512,,7613,teresina-timon piaui-maranhao msa
elmwood park,illinois,united states,41.92114,-87.80923,24840,Chicago-Naperville-Joliet IL-IN-WI MSA,295,chicago-milwaukee-aurora illinois-wisconsin msa
manila,metro manila,philippines,14.6042,120.9822,1600000,,535,quezon city-manila-caloocan city metro manila msa
needham,massachusetts,united states,42.28343,-71.23283,28886,Boston-Cambridge-Quincy MA-NH MSA,79,boston-south boston-worcester massachusetts msa
lindau,bavaria,germany,47.54612,9.68431,24518,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
montauban,occitanie,france,44.01759,1.3542,52434,,1239,toulouse-montauban occitanie msa
ashburn,virginia,united states,39.04372,-77.48749,43511,Washington-Arlington-Alexandria DC-VA-MD-WV MSA,0,new york city-brooklyn-queens new york msa
oak park,michigan,united states,42.45948,-83.18271,29752,Detroit-Warren-Livonia MI MSA,157,detroit-windsor-warren michigan-ontario msa
castle rock,colorado,united states,39.37221,-104.85609,55591,Denver-Aurora CO MSA,575,denver-aurora-lakewood colorado msa
calabasas,california,united states,34.15778,-118.63842,23058,Los Angeles-Long Beach-Santa Ana CA MSA,133,los angeles-long beach-anaheim california msa
machala,el oro,ecuador,-3.25861,-79.96053,198123,,7614,machala el oro msa
lawrence,massachusetts,united states,42.70704,-71.16311,80231,Boston-Cambridge-Quincy MA-NH MSA,79,boston-south boston-worcester massachusetts msa
chemnitz,saxony,germany,50.8357,12.92922,247220,,2689,chemnitz saxony msa
tarrytown,new york,united states,41.07621,-73.85875,11560,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,0,new york city-brooklyn-queens new york msa
yukon,oklahoma,united states,35.50672,-97.76254,25892,Oklahoma City OK MSA,448,oklahoma city-norman-moore oklahoma msa
spring,texas,united states,30.07994,-95.41716,54298,Houston-Sugar Land-Baytown TX MSA,2308,the woodlands-conroe-spring texas msa
treviso,veneto,italy,45.66673,12.2416,77604,,22,milan-verona-padova lombardy-veneto msa
pereira,risaralda,colombia,4.81333,-75.69611,440118,,756,pereira-manizales-dosquebradas risaralda-caldas msa
deltona,florida,united states,28.90054,-81.26367,88474,Deltona-Daytona Beach-Ormond Beach FL MSA,1412,orlando-deltona-kissimmee florida msa
grand junction,colorado,united states,39.06387,-108.55065,60358,Grand Junction CO MSA,7616,grand junction colorado msa
manhattan beach,california,united states,33.88474,-118.41091,35818,Los Angeles-Long Beach-Santa Ana CA MSA,133,los angeles-long beach-anaheim california msa
oshkosh,wisconsin,united states,44.02471,-88.54261,66555,Oshkosh-Neenah WI MSA,7617,oshkosh wisconsin msa
rapid city,south dakota,united states,44.08054,-103.23101,73569,Rapid City SD MSA,7618,rapid city south dakota msa
