,city,state,country,latitude,longitude,population,msa
26959,horst,limburg,netherlands,51.4514,6.0536,0,
26960,west end,queensland,australia,-27.47923,153.0096,9269,
26961,coaldale,alberta,canada,49.7167,-112.61854,8215,
26962,broek op langedijk,north holland,netherlands,52.67417,4.80556,5695,
26963,maasbracht,limburg,netherlands,51.13929,5.88627,5680,
26964,sotteville les rouen,normandy,france,49.40972,1.09005,30619,
26966,seaford,england,united kingdom,50.77141,0.10268,22584,
26967,bhadohi,uttar pradesh,india,25.39526,82.5703,78568,
26968,crossett,arkansas,united states,33.12818,-91.96124,5220,AR NONMETROPOLITAN AREA
26969,juba,central equatoria,south sudan,4.85165,31.58247,450000,
26970,deoria,uttar pradesh,india,26.50167,83.77936,129570,
26971,marquise,hauts de france,france,50.81294,1.70786,4670,
26972,chrzanow,lesser poland,poland,50.13546,19.40203,39973,
26973,edson,alberta,canada,53.58345,-116.43559,7975,
26975,le teil,auvergne rhone alpes,france,44.54531,4.68223,8620,
26976,armentieres,hauts de france,france,50.68568,2.88214,26646,
26978,kwinana beach,western australia,australia,-32.24839,115.76195,19,
26979,bollate,lombardy,italy,45.54647,9.12054,35235,
26980,coshocton,ohio,united states,40.27202,-81.85958,11121,OH NONMETROPOLITAN AREA
26981,hoppers crossing,victoria,australia,-37.88264,144.7003,38178,
26982,tulungagung,east java,indonesia,-8.0657,111.9025,65262,
26984,la orotava,canary islands,spain,28.39076,-16.52309,41833,
26985,kimberley,british columbia,canada,49.67071,-115.9776,7425,
26986,ambleside,england,united kingdom,54.43261,-2.96167,2529,
26987,the pas,manitoba,canada,53.82159,-101.24488,5513,
26988,swadzim,wielkopolskie,poland,52.4379,16.7499,0,
26989,milton,queensland,australia,-27.47039,153.00312,2300,
26990,dives sur mer,normandy,france,49.28176,-0.10125,5906,
26991,flin flon,manitoba,canada,54.76703,-101.87433,4982,
26992,charlton,england,united kingdom,51.485,0.04032,14385,
26993,atvidaberg,ostergotland,sweden,58.20152,15.9977,7014,
26994,guer,brittany,france,47.90404,-2.12031,6308,
26995,alibag,maharashtra,india,18.64813,72.87579,20752,
26996,khargone,madhya pradesh,india,21.82292,75.61394,94985,
26997,pirai,rio de janeiro,brazil,-22.62917,-43.89806,19105,
26998,nantwich,england,united kingdom,53.06878,-2.52051,17226,
26999,rixensart,wallonia,belgium,50.71229,4.52529,21616,
27000,bergkamen,north rhine westphalia,germany,51.61633,7.64451,52329,
27001,esteli,esteli,nicaragua,13.09185,-86.35384,96422,
27002,homebush,new south wales,australia,-33.86667,151.08333,6787,
27003,viry chatillon,ile de france,france,48.67211,2.39318,31131,
27005,safi,safi,malta,35.83306,14.48472,1863,
27006,penafiel,porto,portugal,41.20835,-8.28285,8065,
27007,seriate,lombardy,italy,45.68532,9.72487,23552,
27008,francavilla al mare,abruzzo,italy,42.42158,14.28217,21095,
27009,helena,alabama,united states,33.29622,-86.8436,18264,MT NONMETROPOLITAN AREA
27010,zhenjiang,jiangsu,china,32.21086,119.45508,950516,
27011,bonham,texas,united states,33.57733,-96.17831,10079,TX NONMETROPOLITAN AREA
27012,engadine,new south wales,australia,-34.06564,151.01266,17141,
27013,whitehorse,yukon,canada,60.71611,-135.05375,23272,
27014,pezenas,occitanie,france,43.45997,3.42258,8647,
27015,rockland,ontario,canada,45.5459,-75.2836,0,
27016,chipping sodbury,england,united kingdom,51.53813,-2.39379,36108,
27017,slatina,olt,romania,44.43333,24.36667,78988,
27018,fortuna,california,united states,40.59819,-124.15728,12000,CA NONMETROPOLITAN AREA
27019,yavne,central,israel,31.8808,34.7384,0,
27020,south elmsall,england,united kingdom,53.59709,-1.28034,18835,
27021,tala,jalisco,mexico,20.6536,-103.70092,35396,
27022,jhagadia,gujarat,india,21.7143,73.151,0,
27023,ballinasloe,connacht,ireland,53.3275,-8.21944,6662,
27026,feasterville,pennsylvania,united states,40.144,-75.00517,3074,
27027,covington,virginia,united states,37.79346,-79.99395,5658,VA NONMETROPOLITAN AREA
27028,becket,massachusetts,united states,42.33203,-73.08288,1786,Pittsfield MA MSA
27029,paraguacu paulista,sao paulo,brazil,-22.41278,-50.57583,39120,
27030,ellenton,florida,united states,27.52171,-82.5276,4275,Sarasota-Bradenton-Venice FL MSA
27031,la roche sur foron,auvergne rhone alpes,france,46.07111,6.3045,10026,
27032,vergennes,vermont,united states,44.16728,-73.25401,2631,VT NONMETROPOLITAN AREA
27034,argyroupoli,attica,greece,37.90594,23.75035,34097,
27035,rohini,delhi,india,28.74322,77.06778,860000,
27036,highlands,north carolina,united states,35.05287,-83.1986,937,New York-Northern New Jersey-Long Island NY-NJ-PA MSA
27037,leigh,england,united kingdom,53.49642,-2.51973,43626,
27040,curno,lombardy,italy,45.68876,9.60872,7575,
27041,sainte marie,quebec,canada,46.43401,-71.01168,13565,
27042,savoy,illinois,united states,40.05475,-88.25172,8133,Champaign-Urbana IL MSA
27043,saint etienne de montluc,pays de la loire,france,47.27622,-1.78013,6809,
27044,fort nelson,british columbia,canada,58.80533,-122.7002,3366,
27045,lazaro cardenas,michoacan,mexico,19.48977,-100.4859,1965,
27046,jersey shore,pennsylvania,united states,41.20202,-77.26442,4279,Williamsport PA MSA
27047,malaga,western australia,australia,-31.85263,115.88104,3,
27048,ormskirk,england,united kingdom,53.56685,-2.88178,24073,
27051,gowa,jawa timur,indonesia,-7.0487,112.405,0,
27052,shurugwi,midlands,zimbabwe,-19.67016,30.00589,17075,
27053,ellenbrook,western australia,australia,-31.76737,115.96936,22209,
27054,sant vicenc dels horts,catalonia,spain,41.39317,2.00689,27701,
27055,mymensingh,mymensingh division,bangladesh,24.75636,90.40646,225126,
27056,brunoy,ile de france,france,48.6942,2.49223,24096,
27057,gaylord,michigan,united states,45.02751,-84.67475,3660,MI NONMETROPOLITAN AREA
27058,coronel oviedo,caaguazu,paraguay,-25.44444,-56.44028,51286,
27059,king william s town,eastern cape,south africa,-32.8833,27.4,0,
27060,bourgbarre,brittany,france,47.99508,-1.61529,2521,
27061,o grove,galicia,spain,42.49444,-8.86502,10700,
27062,blitar,east java,indonesia,-8.0983,112.1681,132416,
27064,ponoka,alberta,canada,52.6768,-113.58147,6656,
27065,flitwick,england,united kingdom,52.00338,-0.49472,12983,
27066,barbourville,kentucky,united states,36.86648,-83.88881,3174,KY NONMETROPOLITAN AREA
27067,montespertoli,tuscany,italy,43.6426,11.07331,4196,
27068,kodungallur,kerala,india,10.23263,76.19513,34210,
27069,burscough,england,united kingdom,53.5964,-2.83972,8799,
27070,saint paul les dax,nouvelle aquitaine,france,43.72566,-1.05283,11839,
27071,grunwald,bavaria,germany,48.03947,11.5232,10836,
27072,eldersburg,maryland,united states,39.40371,-76.95026,30531,
27073,grand canyon village,arizona,united states,36.04637,-112.15406,1550,
27075,kintore,scotland,united kingdom,57.23721,-2.3454,4680,
27077,campodarsego,veneto,italy,45.49815,11.92194,11971,
27078,helensburgh,scotland,united kingdom,56.00614,-4.72648,13720,
27079,perg,upper austria,austria,48.25,14.63333,5812,
27080,louvres,ile de france,france,49.0446,2.50479,9323,
27082,penetanguishene,ontario,canada,44.7667,-79.9333,8962,
27083,juno beach,florida,united states,26.87978,-80.05337,3474,
27084,kairouan,kairouan,tunisia,35.6781,10.09633,119794,
27085,lasalle,ontario,canada,42.2167,-83.0667,30180,
27087,raamsdonksveer,north brabant,netherlands,51.69667,4.87361,6590,
27088,monheim am rhein,north rhine westphalia,germany,51.09162,6.89217,43038,
27089,aadorf,thurgau,switzerland,47.49204,8.90099,7620,
27091,madikeri,karnataka,india,12.42602,75.7382,33540,
27092,zittau,saxony,germany,50.89772,14.80764,25785,
27093,lauderdale lakes,florida,united states,26.16647,-80.20838,34796,
27094,nijverdal,overijssel,netherlands,52.3631,6.4617,0,
27095,olmos,lambayeque,peru,-5.98472,-79.74528,9800,
27096,sidhi,madhya pradesh,india,24.4038,81.87954,54242,
27097,staphorst,overijssel,netherlands,52.645,6.21111,15765,
27098,castelfranco emilia,emilia romagna,italy,44.59445,11.04979,17315,
27099,utsunomiya,tochigi,japan,36.56667,139.88333,449865,
27100,abbottabad,khyber pakhtunkhwa,pakistan,34.1463,73.21168,120000,
27101,victoria falls,matabeleland north,zimbabwe,-17.93285,25.83066,35761,
27102,gannat,auvergne rhone alpes,france,46.09987,3.19842,6096,
27104,moissy cramayel,ile de france,france,48.62605,2.60125,16259,
27105,honiton,england,united kingdom,50.7996,-3.18899,11483,
27106,overpelt,flanders,belgium,51.21038,5.41557,13344,
27107,torres novas,santarem,portugal,39.47581,-8.54348,15002,
27108,aprilia,lazio,italy,41.59452,12.65419,41094,
27109,south morang,victoria,australia,-37.65,145.1,23874,
27110,grantham,england,united kingdom,52.91149,-0.64184,43833,
27111,kewdale,western australia,australia,-31.97886,115.95159,6747,
27112,hudson,wisconsin,united states,44.97469,-92.75687,13566,Minneapolis-St. Paul-Bloomington MN-WI MSA
27113,conifer,colorado,united states,39.5211,-105.3053,0,Denver-Aurora CO MSA
27115,zipaquira,cundinamarca,colombia,5.02208,-74.00481,91235,
27116,kottakkal,kerala,india,11.0009,76.0062,0,
27117,eagle pass,texas,united states,28.70914,-100.49952,28765,TX NONMETROPOLITAN AREA
27118,ornskoldsvik,vasternorrland,sweden,63.29091,18.71525,32493,
27120,formigine,emilia romagna,italy,44.57268,10.84737,26324,
27121,damariscotta,maine,united states,44.03286,-69.51866,1142,ME NONMETROPOLITAN AREA
27122,owatonna,minnesota,united states,44.08385,-93.22604,25725,MN NONMETROPOLITAN AREA
27124,la gacilly,brittany,france,47.76532,-2.13208,2453,
27125,bellingham,massachusetts,united states,42.08676,-71.47451,4854,Bellingham WA MSA
27126,newbridge,wales,united kingdom,51.66667,-3.13333,6509,
27128,focsani,vrancea,romania,45.7,27.18333,77313,
27129,marco,florida,united states,25.9726,-81.72898,14879,
27130,karaikkudi,tamil nadu,india,10.06615,78.76784,181851,
27133,beaurains,hauts de france,france,50.26599,2.79467,4801,
27134,steinhausen,zug,switzerland,47.1951,8.48581,8509,
27135,castle donington,england,united kingdom,52.84291,-1.34188,6416,
27136,vigevano,lombardy,italy,45.31407,8.85437,57970,
27137,margate,england,united kingdom,51.38132,1.38617,60134,
27138,kopavogur,capital region,iceland,64.11234,-21.91298,31719,
27139,tekkekoy,samsun,turkey,41.21167,36.46,17226,
27140,chateaubernard,nouvelle aquitaine,france,45.67266,-0.31476,3890,
27143,portage,wisconsin,united states,43.53915,-89.46262,10382,Madison WI MSA
27144,manali,tamil nadu,india,13.16667,80.26667,32363,
27145,seefeld,bavaria,germany,48.03505,11.21395,7033,
27146,morrisville,vermont,united states,44.56172,-72.59845,2040,VT NONMETROPOLITAN AREA
27148,radcliff,kentucky,united states,37.84035,-85.94913,22387,Elizabethtown KY MSA
27149,bulverde,texas,united states,29.74383,-98.45307,4925,San Antonio TX MSA
27150,clewiston,florida,united states,26.75423,-80.93368,7505,FL NONMETROPOLITAN AREA
27151,gersthofen,bavaria,germany,48.42432,10.87273,20254,
27152,haddon heights,new jersey,united states,39.87734,-75.06462,7514,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA
27153,kriens,lucerne,switzerland,47.0311,8.28547,25010,
27154,whitecourt,alberta,canada,54.15015,-115.68548,8763,
27157,windermere,england,united kingdom,54.38086,-2.90709,7765,
27158,avon park,florida,united states,27.59587,-81.50619,10086,FL NONMETROPOLITAN AREA
27159,landshut,bavaria,germany,48.52961,12.16179,60488,
27160,le kremlin bicetre,ile de france,france,48.81471,2.36073,27867,
27161,dungarpur,rajasthan,india,23.84306,73.71466,45195,
27162,gulberg,punjab,pakistan,33.5014,73.0429,0,
27163,mangghystau,mangghystau,kazakhstan,43.6905,51.1417,147443,
27164,amaravati,andhra pradesh,india,16.514,80.516,103000,
27165,gonesse,ile de france,france,48.98693,2.44892,26758,
27166,soyapango,san salvador,el salvador,13.71024,-89.13989,329708,
27167,zografos,attica,greece,37.97574,23.76911,71026,
27168,gela,sicily,italy,37.07381,14.24038,73854,
27169,fairview,oregon,united states,45.53845,-122.43398,9280,New York-Northern New Jersey-Long Island NY-NJ-PA MSA
27170,fort payne,alabama,united states,34.44425,-85.71969,14150,AL NONMETROPOLITAN AREA
27171,stadskanaal,groningen,netherlands,52.98947,6.9504,20000,
27172,guingamp,brittany,france,48.56259,-3.15289,9023,
27173,santa rosa,la pampa,argentina,-36.61667,-64.28333,111424,
27174,finale ligure,liguria,italy,44.16952,8.3436,9495,
27175,grand forks,british columbia,canada,49.03309,-118.4356,4049,
27176,prata di pordenone,friuli venezia giulia,italy,45.89441,12.58843,4608,
27177,torrevieja,valencia,spain,37.97872,-0.68222,101792,
27178,wijnegem,flanders,belgium,51.22787,4.51895,8932,
27179,leerdam,utrecht,netherlands,51.89333,5.09167,20758,
27180,torres vedras,lisbon,portugal,39.09109,-9.2586,24443,
27182,nagda,madhya pradesh,india,23.45834,75.41759,103501,
27183,balaruc les bains,occitanie,france,43.4417,3.6778,6387,
27185,saint peters,england,united kingdom,51.36667,1.41667,125370,
27186,aurangabad,bihar,india,24.75204,84.3742,95929,
27187,uhersky brod,zlin,czechia,49.02513,17.64715,17508,
27188,backa palanka,vojvodina,serbia,45.24966,19.39664,29449,
27189,nogarole rocca,veneto,italy,45.29027,10.88342,638,
27190,busselton,western australia,australia,-33.65249,115.3455,21898,
27191,banaj,berat,albania,40.82492,19.84074,2500,
27192,reggio nell emilia,emilia romagna,italy,44.69825,10.63125,133296,
27193,machachi,pichincha,ecuador,-0.51011,-78.56712,25742,
27194,rapperswil,saint gallen,switzerland,47.22557,8.82228,34776,
27195,huissen,gelderland,netherlands,51.9333,5.9333,15782,
27196,chester,new jersey,united states,40.78427,-74.69683,1675,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA
27197,new century ks,kansas,united states,38.82253,-94.89971,1072,Kansas City MO-KS MSA
27198,chatham,illinois,united states,39.67616,-89.70454,12351,Springfield IL MSA
27199,invercargill,southland,new zealand,-46.4,168.35,47287,
27200,den hoorn,north holland,netherlands,53.025,4.75139,435,
27201,ashoknagar,madhya pradesh,india,24.57578,77.73123,64722,
27202,ardea,lazio,italy,41.60742,12.54158,17078,
27203,pierre,south dakota,united states,44.36832,-100.35097,14002,SD NONMETROPOLITAN AREA
27204,larkana,sindh,pakistan,27.55898,68.21204,364033,
27205,hammam sousse,susah,tunisia,35.8609,10.60313,33834,
27206,fairless hills,pennsylvania,united states,40.17955,-74.85516,8466,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA
27207,heteren,gelderland,netherlands,51.95667,5.75556,4805,
27208,chambray les tours,centre,france,47.33537,0.70286,10910,
27209,jabaquara,espirito santo,brazil,-20.6871,-40.6778,0,
27210,paranaque city,metro manila,philippines,14.48156,121.01749,689992,
27211,squamish,british columbia,canada,49.69925,-123.15631,17587,
27212,belmont,western australia,australia,-31.9435,115.9255,6799,
27213,zakynthos,ionian islands,greece,37.78022,20.89555,11541,
27214,ferntree gully,victoria,australia,-37.88461,145.29539,26019,
27215,munchenbuchsee,bern,switzerland,47.02175,7.45036,9801,
27216,deception bay,queensland,australia,-27.19354,153.02631,19539,
27217,chatsworth,queensland,australia,-26.14398,152.61503,1051,
27219,nigel,gauteng,south africa,-26.43138,28.47713,140644,
27220,ludvika,dalarna,sweden,60.14959,15.18776,15245,
27221,maldonado,maldonado,uruguay,-34.9,-54.95,55478,
27222,wantirna,victoria,australia,-37.85,145.21667,13995,
27223,ridgetown,ontario,canada,42.43536,-81.88733,3002,
27224,eastwood,england,united kingdom,53.0,-1.3,18612,
27226,muridke,punjab,pakistan,31.80258,74.25772,164246,
27227,north myrtle beach,south carolina,united states,33.81601,-78.68002,15579,Myrtle Beach-Conway-North Myrtle Beach SC MSA
27228,breslau,ontario,canada,43.4668,-80.41638,500,
27229,bridgeton,new jersey,united states,39.42734,-75.23408,25031,Vineland-Millville-Bridgeton NJ MSA
27231,garons,occitanie,france,43.7682,4.42849,4019,
27232,swanley,england,united kingdom,51.39717,0.17321,21839,
27234,montcada i reixac,catalonia,spain,41.48333,2.18333,33453,
27235,varzea grande,mato grosso,brazil,-15.64667,-56.1325,249752,
27236,beaugency,centre,france,47.78019,1.62705,7659,
27237,ballina,connacht,ireland,54.11667,-9.16667,10087,
27238,manistee,michigan,united states,44.24445,-86.32425,6084,MI NONMETROPOLITAN AREA
27239,pont l eveque,normandy,france,49.28912,0.19161,4739,
27240,manching,bavaria,germany,48.71656,11.49393,11239,
27241,yopal,casanare,colombia,5.33775,-72.39586,61029,
27242,mangualde,viseu,portugal,40.60425,-7.76115,8895,
27243,westerstede,lower saxony,germany,53.25682,7.92737,21902,
27244,kensington,new south wales,australia,-33.92019,151.22241,15021,
27245,pakenham,victoria,australia,-38.07018,145.47411,45895,
27246,karanganyar,jawa timur,indonesia,-7.6402,112.9033,0,
27247,parana,entre rios,argentina,-31.73271,-60.52897,262295,
27249,quelimane,zambezia,mozambique,-17.87861,36.88833,188964,
27250,merida,extremadura,spain,38.91611,-6.34366,56395,
27251,schwerte,north rhine westphalia,germany,51.44387,7.5675,50399,
27252,najaf,an najaf,iraq,32.02594,44.34625,482576,
27253,daliang,guangdong,china,22.84067,113.2503,210411,
27254,cegled,pest,hungary,47.17266,19.79952,39287,
27255,trebaseleghe,veneto,italy,45.59295,12.04392,7901,
27256,troy,alabama,united states,31.80877,-85.96995,18853,AL NONMETROPOLITAN AREA
27257,martinez de la torre,veracruz,mexico,20.07082,-97.06078,60074,
27258,malo,veneto,italy,45.6591,11.41601,13218,
27259,east chicago,indiana,united states,41.6392,-87.45476,28699,Chicago-Naperville-Joliet IL-IN-WI MSA
27261,drobeta turnu severin,mehedinti,romania,44.62693,22.65288,102346,
27262,varzea paulista,sao paulo,brazil,-23.21139,-46.82833,110936,
27263,plaisance du touch,occitanie,france,43.56554,1.29645,18501,
27264,lyndhurst,england,united kingdom,50.87259,-1.57662,2347,
27265,arnas,auvergne rhone alpes,france,46.02361,4.7083,3332,
27266,haderslev,south denmark,denmark,55.24943,9.48771,20825,
27267,camp pendleton south,california,united states,33.22844,-117.37929,10616,
27268,ormoc,eastern visayas,philippines,11.00639,124.6075,191200,
27269,camden,arkansas,united states,33.58456,-92.83433,11347,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA
27270,north ridgeville,ohio,united states,41.38949,-82.01903,32483,Cleveland-Elyria-Mentor OH MSA
27271,san jose del cabo,baja california sur,mexico,23.05888,-109.69771,69788,
27272,facatativa,cundinamarca,colombia,4.81367,-74.35453,94611,
27273,vendas novas,evora,portugal,38.67706,-8.45792,11248,
27274,rumlang,zurich,switzerland,47.45041,8.52993,5144,
27275,nordborg,south denmark,denmark,55.05732,9.7408,5758,
27276,kentville,nova scotia,canada,45.0771,-64.49605,12636,
27277,antioch,illinois,united states,42.47724,-88.09564,14329,San Francisco-Oakland-Fremont CA MSA
27278,north melbourne,victoria,australia,-37.79798,144.94512,15395,
27280,camden,south carolina,united states,34.24654,-80.60702,7085,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA
27281,castaic,california,united states,34.48888,-118.62287,19015,Los Angeles-Long Beach-Santa Ana CA MSA
27282,pula,istria,croatia,44.86833,13.84806,59078,
27283,pasching,upper austria,austria,48.25931,14.20369,2409,
27284,howrah,tasmania,australia,-42.88728,147.40554,8317,
27285,beaumont,nouvelle aquitaine,france,46.73696,0.42967,1636,
27287,castelar,buenos aires,argentina,-34.65,-58.65,107786,
27288,split,split dalmatia,croatia,43.50891,16.43915,176314,
27291,priolo gargallo,sicily,italy,37.15512,15.18248,11724,
27293,bondi junction,new south wales,australia,-33.89275,151.24723,9649,
27294,val d or,quebec,canada,48.0974,-77.79737,25541,
27295,autlan de navarro,jalisco,mexico,19.76822,-104.36664,45382,
27296,barra do pirai,rio de janeiro,brazil,-22.47,-43.82556,87668,
27297,siwan,bihar,india,26.22096,84.35609,119181,
27298,planeta rica,cordoba,colombia,8.4115,-75.58508,37297,
27299,landsmeer,north holland,netherlands,52.43083,4.91528,1800,
27300,kilgore,texas,united states,32.38626,-94.87577,14947,Longview TX MSA
27301,clinton,oklahoma,united states,35.51561,-98.96731,9565,OK NONMETROPOLITAN AREA
27302,cestas,nouvelle aquitaine,france,44.74471,-0.68194,18036,
27303,papar,sabah,malaysia,5.73333,115.93333,19278,
27304,benalmadena,andalusia,spain,36.5961,-4.57267,58854,
27306,chennevieres sur marne,ile de france,france,48.79702,2.54046,18314,
27307,olpe,north rhine westphalia,germany,51.02899,7.85139,25686,
27308,flamanville,normandie,france,49.5308,-1.8664,1766,
27309,beebe,arkansas,united states,35.07064,-91.87959,8106,AR NONMETROPOLITAN AREA
27311,inman,south carolina,united states,35.04706,-82.09011,2273,Spartanburg SC MSA
27312,budrio,emilia romagna,italy,44.53745,11.53439,8941,
27313,baloda bazar,chhattisgarh,india,21.65678,82.16062,25235,
27314,jaunpur,uttar pradesh,india,25.75356,82.68689,169572,
27315,montmagny,quebec,canada,46.98043,-70.55493,11724,
27317,kegworth,england,united kingdom,52.83482,-1.28042,3601,
27318,new stanton,pennsylvania,united states,40.21924,-79.60948,2129,Pittsburgh PA MSA
27319,ripley,england,united kingdom,53.03333,-1.4,21097,
27320,caluire et cuire,auvergne rhone alpes,france,45.79462,4.8464,42763,
27321,marang,terengganu,malaysia,5.2056,103.2059,21410,
27322,kotputli,rajasthan,india,27.70207,76.19911,43651,
27323,air force academy,colorado,united states,38.99425,-104.86375,6680,
27324,whitechapel,england,united kingdom,51.51382,-0.06583,14862,
27325,beja,bajah,tunisia,36.72564,9.18169,57233,
27326,katsina,katsina,nigeria,12.99082,7.60177,432149,
27327,eberbach,baden wurttemberg,germany,49.4668,8.99016,15624,
27328,mahuva,gujarat,india,21.0183,73.1403,0,
27329,melzo,lombardy,italy,45.4981,9.42043,18031,
27330,mount barker,south australia,australia,-35.06667,138.86667,13583,
27331,mystic,connecticut,united states,41.35427,-71.96646,4205,Norwich-New London CT MSA
27332,newton aycliffe,england,united kingdom,54.61842,-1.5719,25964,
27333,otjiwarongo,,namibia,-20.46369,16.64772,21224,
27334,udenhout,north brabant,netherlands,51.60917,5.14306,7650,
27335,wessling,bavaria,germany,48.0781,11.2525,5476,
27336,kenya,greater accra,ghana,5.9,0.4833,0,
27337,tofino,british columbia,canada,49.15314,-125.90744,1932,
27338,mennecy,ile de france,france,48.56903,2.44384,14646,
27339,san tan valley,arizona,united states,33.1911,-111.528,81321,Phoenix-Mesa-Scottsdale AZ MSA
27340,le coudray montceaux,ile de france,france,48.56376,2.50013,2956,
27342,hawley,pennsylvania,united states,41.47592,-75.18212,1152,PA NONMETROPOLITAN AREA
27344,poprad,presovsky kraj,slovakia,49.06144,20.29798,57431,
27345,north adelaide,south australia,australia,-34.90733,138.59141,7794,
27346,plouedern,brittany,france,48.48442,-4.24551,2700,
27347,east hampton,connecticut,united states,41.57593,-72.50259,2691,Hartford-West Hartford-East Hartford CT MSA
27348,bludenz,vorarlberg,austria,47.15476,9.82255,13534,
27349,tenafly,new jersey,united states,40.92538,-73.96292,14880,New York-Northern New Jersey-Long Island NY-NJ-PA MSA
27350,gentilly,ile de france,france,48.81294,2.3417,15939,
27351,lakenheath,england,united kingdom,52.41755,0.52211,4369,
27352,baud,brittany,france,47.8759,-3.01926,5206,
27354,gusau,zamfara,nigeria,12.17024,6.66412,226857,
27356,sao lourenco do oeste,santa catarina,brazil,-26.35917,-52.85111,14871,
27360,albert,hauts de france,france,50.00091,2.65096,10588,
27361,kos,south aegean,greece,36.89295,27.28768,19244,
27362,carate brianza,lombardy,italy,45.67574,9.23723,15404,
27364,banjara,telangana,india,17.0248,79.99,0,
27365,bonnyville,alberta,canada,54.26684,-110.73505,5975,
27366,dorado,dorado,puerto rico,18.45883,-66.26767,13117,
27367,puttalam,north western,sri lanka,8.0362,79.8283,45661,
27368,duxbury,massachusetts,united states,42.04177,-70.67226,15059,Boston-Cambridge-Quincy MA-NH MSA
27369,willow grove,pennsylvania,united states,40.144,-75.11573,15726,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA
27370,souffelweyersheim,grand est,france,48.6354,7.74141,6344,
27371,stralsund,mecklenburg vorpommern,germany,54.30911,13.0818,58976,
27372,stonehaven,scotland,united kingdom,56.96365,-2.21177,11370,
27373,newport,victoria,australia,-37.84427,144.88483,12751,
27374,caulfield north,victoria,australia,-37.8739,145.02485,14903,
27377,tres rios,cartago,costa rica,9.90692,-83.98789,10430,
27378,arrah,bihar,india,25.55629,84.66335,223676,
27379,sarralbe,grand est,france,48.99858,7.03074,4685,
27381,walterboro,south carolina,united states,32.90517,-80.66677,5278,SC NONMETROPOLITAN AREA
27382,tarsus,mersin,turkey,36.91766,34.89277,256482,
27383,medchal,telangana,india,17.6297,78.4814,0,
27384,sunbury,victoria,australia,-37.57742,144.72607,35449,
27385,brookshire,texas,united states,29.78606,-95.95107,5120,Houston-Sugar Land-Baytown TX MSA
27386,wenham,massachusetts,united states,42.60426,-70.89116,4518,Boston-Cambridge-Quincy MA-NH MSA
27388,wasco,california,united states,35.59412,-119.34095,26279,Bakersfield CA MSA
27389,mukono,central region,uganda,0.35333,32.75528,67290,
27390,silver city,new mexico,united states,32.77007,-108.28033,10004,NM NONMETROPOLITAN AREA
27391,port dover,ontario,canada,42.7898,-80.204,0,
27392,mamoudzou,mamoudzou,mayotte,-12.78234,45.22878,54831,
27394,lubuk pakam,sumatera utara,indonesia,3.5592,98.8733,0,
27396,charsadda,khyber pakhtunkhwa,pakistan,34.14822,71.7406,95319,
27397,grande synthe,hauts de france,france,51.0154,2.29975,23213,
27399,talladega,alabama,united states,33.43594,-86.1058,15709,AL NONMETROPOLITAN AREA
27400,paju,gyeonggi,south korea,37.8328,126.8169,415345,
27401,birch run,michigan,united states,43.25086,-83.79413,1479,Saginaw-Saginaw Township North MI MSA
27402,les pavillons sous bois,ile de france,france,48.90683,2.50648,19730,
27403,richland,mississippi,united states,32.23904,-90.15842,7087,Jackson MS MSA
27404,ruma,vojvodina,serbia,45.00806,19.82222,32229,
27405,sremska mitrovica,vojvodina,serbia,44.97639,19.61222,39084,
27406,palos verdes peninsula,california,united states,33.7669,-118.3806,0,Los Angeles-Long Beach-Santa Ana CA MSA
27407,crane,indiana,united states,38.89116,-86.90389,183,IN NONMETROPOLITAN AREA
27408,greenland,new hampshire,united states,43.0362,-70.83283,3417,Boston-Cambridge-Quincy MA-NH MSA
27409,stanhope,new jersey,united states,40.90288,-74.70905,3410,New York-Northern New Jersey-Long Island NY-NJ-PA MSA
27410,cambrils,catalonia,spain,41.06997,1.05949,32422,
27411,mars hill,north carolina,united states,35.8265,-82.5493,2256,Asheville NC MSA
27412,belley,auvergne rhone alpes,france,45.75917,5.68813,9145,
27413,maracena,andalusia,spain,37.20764,-3.63493,20815,
27414,santo tomas,calabarzon,philippines,14.18333,121.5,2446,
27415,millburn,new jersey,united states,40.7394,-74.324,20148,New York-Northern New Jersey-Long Island NY-NJ-PA MSA
27416,i skenderun,hatay,turkey,36.58718,36.17347,159965,
27417,heidelberg,victoria,australia,-37.75,145.06667,6915,
27418,horley,england,united kingdom,52.09367,-1.39286,336,
27419,shimoga,karnataka,india,13.93157,75.56791,319550,
27420,saquarema,rio de janeiro,brazil,-22.92,-42.51028,62056,
27421,mequon,wisconsin,united states,43.21555,-88.03001,23132,Milwaukee-Waukesha-West Allis WI MSA
27422,hazelwood,missouri,united states,38.77144,-90.37095,25661,St. Louis MO-IL MSA
27425,saint jean de luz,nouvelle aquitaine,france,43.38871,-1.66267,14514,
27426,mitchell,south dakota,united states,43.70943,-98.0298,15669,SD NONMETROPOLITAN AREA
27427,le loroux bottereau,pays de la loire,france,47.23797,-1.34963,5326,
27428,keswick,england,united kingdom,54.59947,-3.13256,4281,
