city,state,country,latitude,longitude,population
avrille,pays de la loire,france,47.50663,-0.58955,13723
hammarsdale,kwazulu natal,south africa,-29.8008,30.652,0
jossigny,ile de france,france,48.83765,2.75432,580
maroochydore,queensland,australia,-26.66008,153.09953,18342
laughlin,nevada,united states,35.16778,-114.57302,7323
hazyview,mpumalanga,south africa,-25.0333,31.1167,0
merano,trentino alto adige,italy,46.66817,11.15953,33453
uzhhorod,zakarpats ka oblast,ukraine,48.6239,22.295,114897
san giovanni in persiceto,emilia romagna,italy,44.63838,11.18419,15783
dourdan,ile de france,france,48.52772,2.01113,10261
angier,north carolina,united states,35.5071,-78.73918,4970
courcouronnes,ile de france,france,48.61429,2.40762,14856
granby,connecticut,united states,41.9694,-72.8346,11361
cedarville,ohio,united states,39.74423,-83.80854,4177
nuoro,sardinia,italy,40.31991,9.32568,35948
brunswick,victoria,australia,-37.76667,144.96667,24176
lesparre medoc,nouvelle aquitaine,france,45.30709,-0.93793,5406
savar,vasterbotten,sweden,63.90383,20.55014,2968
terheijden,north brabant,netherlands,51.64333,4.75417,5910
lijnden,north holland,netherlands,52.3525,4.75694,705
hummelo,gelderland,netherlands,52.00417,6.23333,1010
biała podlaska,lublin,poland,52.03238,23.11652,57541
abbeville,hauts de france,france,50.10521,1.83547,26461
lorgues,provence alpes cote d azur,france,43.49325,6.3615,8237
apac,northern region,uganda,1.97556,32.53861,11776
san salvo,abruzzo,italy,42.04413,14.73335,17123
merrylands,new south wales,australia,-33.83333,150.98333,29508
pavullo nel frignano,emilia romagna,italy,44.33352,10.83544,9063
nogent le phaye,centre,france,48.44528,1.57777,1247
nieuwdorp,limburg,netherlands,50.96216,5.77297,2445
nasarawa,nassarawa,nigeria,8.53895,7.70821,30949
brignoles,provence alpes cote d azur,france,43.4058,6.06172,15027
kenilworth,england,united kingdom,52.34958,-1.58276,22413
guiguinto,central luzon,philippines,14.83333,120.88333,76613
west linn,oregon,united states,45.36568,-122.61231,26593
redwood falls,minnesota,united states,44.5394,-95.11694,5061
moroni,grande comore,comoros,-11.70216,43.25506,42872
rocanville,saskatchewan,canada,50.385,-101.692,869
casino,new south wales,australia,-28.85819,153.04748,10863
hatvan,heves,hungary,47.66667,19.68333,22710
snodland,england,united kingdom,51.32971,0.44305,10211
castelnau d estretefonds,occitanie,france,43.78367,1.35904,3155
tillamook,oregon,united states,45.4564,-123.84553,4997
sanandaj,kordestan,iran,35.31495,46.99883,349176
eloy,arizona,united states,32.7559,-111.55484,17059
morsang sur orge,ile de france,france,48.66181,2.35338,19917
bassussarry,nouvelle aquitaine,france,43.44658,-1.51181,2429
hollywood,maryland,united states,38.346,-76.5716,0
talagante,santiago metropolitan,chile,-33.66386,-70.92734,51764
tarancon,castille la mancha,spain,40.00851,-3.00731,15651
altea,valencia,spain,38.59885,-0.05139,23780
south yarmouth,massachusetts,united states,41.66678,-70.18474,11092
croissy sur seine,ile de france,france,48.87925,2.13836,10751
parthenay,nouvelle aquitaine,france,46.64832,-0.24672,11599
la tremblade,nouvelle aquitaine,france,45.7699,-1.14232,4970
vidor,texas,united states,30.1316,-94.01545,10945
harsewinkel,north rhine westphalia,germany,51.96224,8.22766,24207
providence,utah,united states,41.70632,-111.81717,7124
williamsburg,iowa,united states,41.66112,-92.00907,3195
nieppe,hauts de france,france,50.70425,2.83506,7638
alpine,california,united states,32.83505,-116.76641,14236
curtea de arges,arges,romania,45.13422,24.67409,32178
chapadinha,maranhao,brazil,-3.74167,-43.36028,40804
alzira,valencia,spain,39.15,-0.43333,44690
delson,quebec,canada,45.36678,-73.54917,7322
volvera,piedmont,italy,44.95484,7.51142,5660
marostica,veneto,italy,45.74541,11.66237,9264
shillington,pennsylvania,united states,40.30787,-75.96549,5265
avigliana,piedmont,italy,45.07978,7.39647,9099
marengo,illinois,united states,42.24863,-88.60843,7503
la garenne colombes,ile de france,france,48.90472,2.2469,26385
andenne,wallonia,belgium,50.48941,5.09513,24055
st helena,california,united states,38.5063,-122.4682,7059
matao,sao paulo,brazil,-21.60333,-48.36583,72468
lebanon,illinois,united states,38.60394,-89.80732,4467
castroville,texas,united states,29.35579,-98.87864,2931
dinant,wallonia,belgium,50.25807,4.91166,12875
camposampiero,veneto,italy,45.56368,11.93534,8722
forte dei marmi,tuscany,italy,43.96388,10.17478,7656
ikot ekpene,akwa ibom,nigeria,5.18194,7.71481,254806
bordes,nouvelle aquitaine,france,43.23572,-0.28233,2093
gulf breeze,florida,united states,30.35714,-87.16386,6323
indramayu,west java,indonesia,-6.32639,108.32,123263
waverly,ohio,united states,39.12673,-82.98546,4274
market harborough,england,united kingdom,52.4776,-0.92053,22911
griffith,new south wales,australia,-34.28853,146.05093,18154
glanerbrug,overijssel,netherlands,52.215,6.9742,0
ledgewood,new jersey,united states,40.8822,-74.6598,0
zgharta,liban nord,lebanon,34.3997,35.8936,0
stuhr,lower saxony,germany,53.03333,8.75,32507
elwood,victoria,australia,-37.88214,144.98215,15122
plerin,brittany,france,48.53451,-2.76975,13860
cany barville,normandy,france,49.78885,0.63704,3463
keilor,victoria,australia,-37.71667,144.83333,5730
hoerdt,grand est,france,48.6964,7.7839,4442
sutton,massachusetts,united states,42.1501,-71.76285,9215
nizhnevartovsk,khanty mansia,russia,60.9344,76.5531,244937
grand falls windsor,newfoundland and labrador,canada,48.93324,-55.66492,12076
immingham,england,united kingdom,53.6142,-0.21579,10750
suhl,thuringia,germany,50.60911,10.69401,43509
darjiling,west bengal,india,27.03333,88.26667,123797
dhaulpur,rajasthan,india,26.69286,77.87968,102462
tournan en brie,ile de france,france,48.74146,2.772,8309
charlevoix,michigan,united states,45.31806,-85.2584,2540
kirchheimbolanden,rheinland pfalz,germany,49.66249,8.01513,8006
aubonne,vaud,switzerland,46.49514,6.39155,2703
wambrechies,hauts de france,france,50.68276,3.04784,8699
negrepelisse,occitanie,france,44.07516,1.52129,3714
velsen zuid,north holland,netherlands,52.46,4.65,67758
zaandijk,north holland,netherlands,52.47494,4.80686,9040
thohoyandou,limpopo,south africa,-22.94564,30.48497,44046
canal fulton,ohio,united states,40.88978,-81.59762,5487
alenquer,lisbon,portugal,39.05315,-9.00928,9626
maløy,vestland,norway,61.93535,5.11362,3062
stara pazova,vojvodina,serbia,44.985,20.16083,16217
perols,occitanie,france,43.5647,3.95034,8753
stromstad,vastra gotaland,sweden,58.93945,11.1712,7176
sathyamangalam,tamil nadu,india,11.50526,77.23826,34011
giubiasco,ticino,switzerland,46.17246,9.00793,7752
castellarano,emilia romagna,italy,44.51825,10.73727,9251
vail,arizona,united states,32.04786,-110.71203,10208
monnickendam,north holland,netherlands,52.45833,5.0375,2015
sawbridgeworth,england,united kingdom,51.81667,0.15,8400
zuidlaren,drenthe,netherlands,53.09417,6.68194,3905
maribyrnong,victoria,australia,-37.77241,144.88435,12086
cavan,ulster,ireland,53.99083,-7.36056,6388
patuxent,maryland,united states,39.0548,-76.7361,0
serra talhada,pernambuco,brazil,-7.99194,-38.29833,51203
oude pekela,groningen,netherlands,53.10417,7.00972,7580
narre warren,victoria,australia,-38.03333,145.3,26389
romanel sur lausanne,vaud,switzerland,46.56403,6.60538,3123
globe,arizona,united states,33.39422,-110.7865,7396
ourilandia do norte,para,brazil,-6.75472,-51.08389,31921
playa vista,california,united states,33.9728,-118.4276,0
wailuku,hawaii,united states,20.89133,-156.50604,15313
gianyar,bali,indonesia,-8.5435,115.3272,0
la vernia,texas,united states,29.35635,-98.11556,1261
don torcuato,buenos aires,argentina,-34.49459,-58.62729,64867
sant feliu de guixols,catalonia,spain,41.78333,3.03333,21977
berkley,michigan,united states,42.50309,-83.18354,15268
cabreuva,sao paulo,brazil,-23.3075,-47.13278,38738
mertzwiller,grand est,france,48.86558,7.68136,3716
slave lake,alberta,canada,55.28344,-114.76896,7661
fort lewis,washington,united states,47.0955,-122.5672,13054
westerham,england,united kingdom,51.26632,0.06892,3303
al isma iliyah,hims,syria,34.8756,36.7665,0
dihok,duhok,iraq,36.86709,42.98845,284000
kitimat,british columbia,canada,54.05244,-128.65342,8987
saint asaph,wales,united kingdom,53.25815,-3.44524,3355
floyds knobs,indiana,united states,38.3245,-85.8736,0
nonantola,emilia romagna,italy,44.67785,11.03785,10867
camp hill,queensland,australia,-27.49354,153.07629,10932
udhampur,jammu and kashmir,india,32.92431,75.13573,80447
nakhon pathom,nakhon pathom,thailand,13.8196,100.04427,117927
talcher,odisha,india,20.94927,85.23354,38436
parigi,emilia romagna,italy,44.68467,10.27166,21
bishop,california,united states,37.36354,-118.39511,3806
ontinyent,valencia,spain,38.82191,-0.60603,37735
barjouville,centre,france,48.41002,1.47639,1473
mangochi,southern region,malawi,-14.47815,35.26448,40236
commerce,michigan,united states,42.5911,-83.4908,0
seminole,texas,united states,32.71899,-102.64491,7448
soho,uttar pradesh,india,26.5728,80.9311,0
mercedes,buenos aires,argentina,-34.65145,-59.43068,52949
trezzo sull adda,lombardy,italy,45.60523,9.51417,11782
elda,valencia,spain,38.47783,-0.79157,55168
carencro,louisiana,united states,30.31714,-92.04901,8575
forres,scotland,united kingdom,57.60997,-3.62115,9900
kilkeel,northern ireland,united kingdom,54.06196,-6.00308,6447
qiryat bialik,haifa,israel,32.8275,35.08583,40231
paddington,queensland,australia,-27.45939,152.99509,8315
domont,ile de france,france,49.02782,2.32638,16684
kendallville,indiana,united states,41.44144,-85.26498,9927
riverside,illinois,united states,41.83503,-87.82284,8835
le chambon feugerolles,auvergne rhone alpes,france,45.39145,4.32149,13371
garut,jawa barat,indonesia,-7.0123,107.4208,0
ashbourne,england,united kingdom,53.01667,-1.73333,8377
fier,fier,albania,40.72389,19.55611,56297
leytonstone,england,united kingdom,51.56856,0.00768,54696
le pecq,ile de france,france,48.89317,2.10371,16534
stateline,nevada,united states,38.96241,-119.9399,842
old lyme,connecticut,united states,41.32,-72.3034,7396
haleiwa,hawaii,united states,21.5871,-158.1074,3757
elshout,north brabant,netherlands,51.70083,5.14167,1655
hedge end,england,united kingdom,50.91234,-1.30076,17978
keilor east,victoria,australia,-37.73261,144.86504,14311
jamsa,central finland,finland,61.8642,25.19002,15261
pondok,jawa barat,indonesia,-6.1689,106.4261,0
nawada,bihar,india,24.8867,85.54364,96730
imam qasim,babil,iraq,32.29799,44.68282,36992
saarlouis,saarland,germany,49.31366,6.75154,38333
tipitapa,managua,nicaragua,12.19732,-86.09706,50000
zadar,zadarska,croatia,44.11578,15.22514,71258
courmayeur,aosta valley,italy,45.79659,6.96893,2794
travagliato,lombardy,italy,45.52391,10.08013,12828
aston,england,united kingdom,52.5,-1.88333,32286
carmel valley,california,united states,36.4797,-121.7324,0
terrigal,new south wales,australia,-33.44815,151.44665,11309
trujillo alto,trujillo alto,puerto rico,18.35467,-66.00739,54189
sunshine,victoria,australia,-37.78333,144.83333,9558
ten boer,groningen,netherlands,53.27583,6.69444,4355
elgoibar,basque country,spain,43.21601,-2.41334,11220
pringy,ile de france,france,48.51815,2.56333,2569
reeuwijk,south holland,netherlands,52.04667,4.725,12817
westonaria,gauteng,south africa,-26.31905,27.6486,156831
moosburg,bavaria,germany,48.47089,11.93811,17363
ens,flevoland,netherlands,52.63667,5.82778,3174
saint hilaire de loulay,pays de la loire,france,47.0019,-1.33079,3840
valkeakoski,pirkanmaa,finland,61.26421,24.03122,20376
albstadt,baden wurttemberg,germany,48.21644,9.02596,46664
almenara,minas gerais,brazil,-16.18361,-40.69444,29333
mona vale,new south wales,australia,-33.67757,151.30307,10536
pendleton,south carolina,united states,34.65177,-82.78375,3152
jhargram,west bengal,india,22.45384,86.99497,57796
oragadam,tamil nadu,india,12.6455,80.0653,0
shiyan,hubei,china,32.6475,110.77806,3460000
daltonganj,jharkhand,india,24.03971,84.0658,77704
olst,overijssel,netherlands,52.3375,6.10972,4780
saint paul les durance,provence alpes cote d azur,france,43.68504,5.70775,821
cabrera de mar,catalonia,spain,41.51667,2.4,4044
tulcan,carchi,ecuador,0.81187,-77.71727,86498
mae hong son,mae hong son,thailand,19.30029,97.96852,9109
joao neiva,espirito santo,brazil,-19.7575,-40.38556,10383
beaufort en vallee,pays de la loire,france,47.44006,-0.21655,5677
mamer,capellen,luxembourg,49.6275,6.02333,5017
lautoka,western,fiji,-17.61686,177.45049,52500
arrasate mondragon,basque country,spain,43.06441,-2.48977,22019
homer glen,illinois,united states,41.60003,-87.93811,24395
sombrio,santa catarina,brazil,-29.11389,-49.61667,14864
ikast,central jutland,denmark,56.13883,9.15768,14692
forest,brussels capital,belgium,50.81678,4.32775,56254
south el monte,california,united states,34.05195,-118.04673,20878
belz,brittany,france,47.67643,-3.1701,3523
horwich,england,united kingdom,53.60126,-2.54975,18696
clarksville,maryland,united states,39.2065,-76.943,0
wysogotowo,wielkopolskie,poland,52.4,16.7667,0
box hill south,victoria,australia,-37.83236,145.12098,8300
roncade,veneto,italy,45.62165,12.37643,6585
birganj,province 2,nepal,27.01709,84.8808,133238
thirsk,england,united kingdom,54.23298,-1.34411,9953
boyaca,boyaca,colombia,5.45371,-73.3625,731
barletta,apulia,italy,41.31429,16.28165,93279
salzbergen,lower saxony,germany,52.33333,7.35,7602
grenzach wyhlen,baden wurttemberg,germany,47.55,7.68333,13776
burwood,victoria,australia,-37.84978,145.11901,14898
tain l hermitage,auvergne rhone alpes,france,45.06672,4.8559,5923
toyama,toyama,japan,36.7,137.21667,325532
farebersviller,grand est,france,49.11898,6.86914,7068
tuaran,sabah,malaysia,6.1833,116.2333,0
mangaratiba,rio de janeiro,brazil,-22.95972,-44.04056,27022
baie d urfe,quebec,canada,45.41397,-73.91586,3902
crespin,hauts de france,france,50.4211,3.66137,4361
taguatinga,tocantins,brazil,-12.40389,-46.43611,13711
bondi beach,new south wales,australia,-33.89079,151.27852,11733
fakenham,england,united kingdom,52.82996,0.8477,8285
antalya,antalya,turkey,36.76984,31.90215,2158265
joondalup,western australia,australia,-31.74445,115.76835,9302
menzel bourguiba,banzart,tunisia,37.15368,9.78594,54536
boyne city,michigan,united states,45.21668,-85.01394,3776
l hay les roses,ile de france,france,48.77935,2.33729,29703
mormant,ile de france,france,48.60901,2.89025,4765
woodstock,virginia,united states,38.88178,-78.50584,5248
arninge,stockholm,sweden,59.46647,18.12967,295
crick,england,united kingdom,52.34808,-1.13708,1886
cotui,sanchez ramirez,dominican republic,19.05272,-70.14939,41641
canas,guanacaste,costa rica,10.43105,-85.09825,20306
carthage,tunis,tunisia,36.86108,10.33161,15922
kingersheim,grand est,france,47.791,7.32647,12690
doncaster east,victoria,australia,-37.78761,145.14888,28016
lerma de villada,mexico,mexico,19.28881,-99.51163,22713
youngsville,north carolina,united states,36.02487,-78.47444,1217
santa oliva,catalonia,spain,41.25357,1.55086,2761
filipstad,varmland,sweden,59.71236,14.16831,6119
ashqelon,southern,israel,31.6658,34.5664,134454
adapazarı,sakarya,turkey,40.78056,30.40333,286787
dowagiac,michigan,united states,41.98421,-86.10862,5851
milazzo,sicily,italy,38.22008,15.24023,31771
abadan,khuzestan,iran,30.3392,48.3043,370180
savigliano,piedmont,italy,44.64808,7.65677,16800
madhupur,jharkhand,india,24.27419,86.63929,50671
leigh on sea,southend on sea,united kingdom,51.5425,0.6535,22509
vouvray,centre,france,47.41087,0.79892,3208
buckeburg,lower saxony,germany,52.26065,9.04939,19351
stonewall,manitoba,canada,50.13441,-97.32676,4177
donaldsonville,louisiana,united states,30.10114,-90.99412,7792
grou,friesland,netherlands,53.09456,5.83745,5535
gurupi,tocantins,brazil,-11.72917,-49.06861,64789
prescot,england,united kingdom,53.42948,-2.80031,40889
neumunster,schleswig holstein,germany,54.07477,9.98195,80196
konstancin jeziorna,mazovia,poland,52.0938,21.11761,16548
whiteley,maryland,united states,38.9471,-76.928,0
north smithfield,rhode island,united states,41.96677,-71.54951,11212
saint aubin les elbeuf,normandy,france,49.3036,1.01056,8486
blaricum,north holland,netherlands,52.2725,5.24167,5060
gorron,pays de la loire,france,48.41161,-0.81287,3040
argyle,texas,united states,33.12123,-97.18335,3905
sackville,new brunswick,canada,45.89868,-64.36836,2963
abergavenny,wales,united kingdom,51.82098,-3.01743,14651
welshpool,western australia,australia,-31.99439,115.92224,10
florence,arizona,united states,33.03145,-111.38734,31110
kwinana,western australia,australia,-32.23013,115.78128,30433
agbara,ogun,nigeria,6.5052,3.1031,0
hanahan,south carolina,united states,32.91851,-80.02203,17997
toyota,aichi,japan,35.08333,137.15,362383
coatepec,veracruz,mexico,19.45229,-96.96148,53621
pozzuoli,campania,italy,40.84394,14.0952,45575
betton,brittany,france,48.1827,-1.6448,9343
kamperland,zeeland,netherlands,51.57167,3.70417,1610
san pietro mosezzo,piedmont,italy,45.45455,8.5445,776
sulmona,abruzzo,italy,42.04945,13.92578,21086
lenoir city,tennessee,united states,35.7973,-84.25603,9091
cimarron,new mexico,united states,36.51087,-104.91583,912
rio negrinho,santa catarina,brazil,-26.25444,-49.51833,41914
mauguio,occitanie,france,43.61692,4.00739,18320
draveil,ile de france,france,48.68466,2.41418,29316
beeston,england,united kingdom,52.7,0.81667,566
